Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH32,OUT019,190.41
FDS26,OUT035,2093.2
FDQ31,OUT046,878.85
FDP11,OUT018,4789.7
FDD58,OUT017,1298.3
FDM33,OUT045,5068.7
FDZ16,OUT049,5159.2
NCS29,OUT010,264.32
NCM18,OUT019,218.38
FDP11,OUT049,653.14
NCC42,OUT017,2388.2
DRM23,OUT046,2931.5
NCN55,OUT027,2145.2
FDK46,OUT013,4819.7
FDR01,OUT046,4777.7
NCA05,OUT045,890.84
NCP43,OUT017,2336.9
FDR12,OUT010,169.11
FDQ01,OUT013,3570
FDM13,OUT046,1957.4
FDQ19,OUT017,5331.7
FDK56,OUT019,367.52
NCX06,OUT010,182.42
FDO56,OUT027,4124.6
FDU45,OUT045,2908.2
FDI16,OUT019,147.8
FDL32,OUT046,1060.6
FDA07,OUT046,1340.2
FDA14,OUT045,2636.5
FDV46,OUT027,4350.3
NCO07,OUT035,4687.2
NCP41,OUT046,2024
FDY60,OUT018,2150.5
FDN38,OUT017,3254.4
FDO15,OUT046,2512.7
FDT60,OUT013,985.38
FDA55,OUT035,5369
FDE02,OUT010,99.204
DRJ39,OUT049,8323.8
FDV34,OUT035,801.62
FDS20,OUT027,4506.1
FDF02,OUT027,2596.6
FDW40,OUT017,3277
NCB43,OUT046,2766.3
FDR58,OUT017,2406.2
DRJ59,OUT035,767
NCD30,OUT017,1686.4
FDE14,OUT017,2167.8
FDC28,OUT018,2011.3
FDU16,OUT018,1006.6
NCD19,OUT035,2597.2
FDU21,OUT046,713.07
FDV59,OUT027,4247.8
FDU03,OUT045,2940.1
FDC33,OUT010,467.39
NCR42,OUT035,1281.6
DRH59,OUT035,1290.3
NCM31,OUT035,992.7
FDS50,OUT035,4434.2
FDP39,OUT046,1209.7
FDQ55,OUT013,1382.2
FDV36,OUT019,214.38
FDI05,OUT027,4074.6
FDS45,OUT027,1948.1
FDA39,OUT045,1021.3
FDC37,OUT010,222.37
FDJ60,OUT027,2416.8
DRQ35,OUT046,605.87
NCJ06,OUT046,2059.9
NCY42,OUT018,3149.2
DRM37,OUT049,3338.9
FDR14,OUT045,2492.7
FDE51,OUT049,1293.6
FDT33,OUT017,2673.8
FDR08,OUT013,343.55
FDE36,OUT010,617.86
FDL22,OUT019,643.16
FDR44,OUT013,1957.4
FDI56,OUT019,175.77
FDE47,OUT010,397.48
FDV27,OUT010,170.44
FDV10,OUT049,701.75
FDC40,OUT045,1728.4
NCX41,OUT013,2540.6
NCQ38,OUT027,1402.1
FDV12,OUT027,2833.6
FDE52,OUT017,703.08
FDG20,OUT027,2954.1
FDV16,OUT027,1480
FDI32,OUT017,3570.6
FDJ32,OUT049,1733.7
FDN39,OUT018,3523.4
FDY34,OUT017,2984.1
FDC14,OUT035,768.99
FDA55,OUT017,5369
FDZ50,OUT010,724.39
DRG13,OUT049,1315.6
FDP01,OUT013,2428.8
NCG54,OUT017,3422.2
FDM13,OUT045,1957.4
NCO18,OUT027,1605.9
NCW41,OUT013,990.71
FDM52,OUT027,6072
NCF55,OUT035,767
FDT09,OUT046,2936.1
NCM19,OUT035,1208.4
FDW12,OUT018,1198.4
FDP15,OUT019,1041.3
FDK36,OUT045,631.84
FDZ25,OUT035,1867.5
NCW06,OUT049,5089.3
FDW60,OUT046,3175.8
DRC49,OUT013,1451.4
NCT17,OUT035,2449.4
NCN06,OUT018,4586
FDC45,OUT013,1711.1
DRJ47,OUT019,517.32
NCF06,OUT045,5757.8
FDE21,OUT010,234.36
DRG27,OUT013,809.61
FDW40,OUT049,3006
NCO53,OUT046,2388.8
FDE23,OUT049,1058.6
FDQ16,OUT046,1637.8
FDS26,OUT045,2093.2
FDZ13,OUT010,47.271
FDS14,OUT049,1618.5
FDC10,OUT045,1797.6
FDY16,OUT049,567.26
FDJ20,OUT035,2105.2
FDV43,OUT035,847.56
FDZ32,OUT027,978.72
FDR23,OUT046,3352.3
FDN24,OUT035,2492.7
FDE34,OUT027,3101.2
FDU31,OUT013,3255.7
FDW33,OUT018,1547.3
FDU26,OUT046,2239
FDE20,OUT027,7741.9
NCW05,OUT035,1376.2
FDB22,OUT018,1491.3
FDO56,OUT046,2633.9
FDA19,OUT027,5404.9
DRI39,OUT045,2597.2
FDH52,OUT018,1733.7
FDZ50,OUT035,3844.9
NCN42,OUT035,3384.2
FDB53,OUT013,3690.5
DRG11,OUT017,3235.7
DRK11,OUT027,7503.5
FDQ60,OUT017,985.38
FDT36,OUT017,559.27
DRG25,OUT018,6897.6
DRJ23,OUT046,5089.3
FDG05,OUT035,2659.8
NCK06,OUT018,2651.2
FDU52,OUT017,2503.4
FDW07,OUT018,1707.7
NCM17,OUT045,970.73
FDA22,OUT045,2886.2
NCA41,OUT018,1346.9
FDF38,OUT035,1296.3
FDH52,OUT046,1733.7
FDY58,OUT019,452.74
FDZ16,OUT045,5812.4
NCM18,OUT017,2043.3
FDA22,OUT018,2886.2
NCJ43,OUT035,1744.3
FDI34,OUT027,10993
FDG56,OUT046,2143.8
FDS34,OUT046,2490
DRC01,OUT035,1034.6
FDQ04,OUT035,1480
FDK04,OUT035,1640.5
FDT51,OUT049,1565.9
FDV26,OUT017,4152.5
FDS04,OUT049,2552.6
FDW43,OUT018,459.4
FDQ28,OUT010,149.8
NCK06,OUT017,2651.2
FDS23,OUT018,2826.9
FDZ36,OUT019,945.43
FDE56,OUT018,2291
FDW10,OUT027,3719.1
NCN14,OUT045,4649.9
NCQ18,OUT045,1428.1
FDW08,OUT017,1547.3
FDU43,OUT035,3635.2
FDR33,OUT010,221.04
FDM24,OUT010,617.86
NCZ05,OUT046,1922.8
NCV41,OUT035,1989.4
FDV11,OUT018,700.42
NCY05,OUT035,1058.6
FDV44,OUT018,3795
FDW32,OUT049,1116.5
NCU18,OUT027,2127.2
NCC43,OUT035,788.97
FDW19,OUT013,663.13
FDN31,OUT035,3036
FDI48,OUT045,1298.3
FDS24,OUT017,619.85
FDF46,OUT049,1382.2
DRG23,OUT017,762.34
FDG14,OUT018,4402.2
NCY30,OUT049,2535.3
FDO28,OUT018,2924.1
DRD24,OUT035,2978.1
FDI33,OUT049,703.08
FDN32,OUT046,4333.6
FDR16,OUT045,7266.5
FDF26,OUT046,1895.5
NCN29,OUT018,1677.8
FDE20,OUT045,4074.6
FDA46,OUT046,2527.3
FDU28,OUT045,4649.9
FDQ48,OUT045,782.98
FDV36,OUT013,2936.1
FDR14,OUT018,2492.7
FDP23,OUT017,1095.2
FDP56,OUT013,1992.7
FDK48,OUT010,126.5
FDR48,OUT046,1518
NCY29,OUT049,1471.4
FDM22,OUT018,1597.9
DRJ01,OUT013,1794.3
FDZ43,OUT045,2908.2
FDV03,OUT035,2947.4
FDX11,OUT027,2756.4
NCA41,OUT027,3163.8
FDE38,OUT017,2886.2
FDI27,OUT018,1211.7
FDN32,OUT013,1629.8
NCN43,OUT017,2586.6
FDB47,OUT027,7247.2
FDV03,OUT017,2247
NCN30,OUT045,772.32
NCV54,OUT010,109.19
FDV07,OUT013,873.52
FDP07,OUT049,1964.1
FDK48,OUT018,1290.3
FDM15,OUT019,155.13
FDY19,OUT027,5404.9
FDK46,OUT046,8132
FDY11,OUT045,1597.9
FDH09,OUT046,1298.3
FDO08,OUT027,2476.7
FDU14,OUT013,4993.5
FDD22,OUT027,3355.6
FDM27,OUT017,1577.9
FDL02,OUT027,2964.1
NCA17,OUT035,3384.2
FDE38,OUT019,165.78
NCG07,OUT049,4474.1
DRC27,OUT013,1228.4
FDA27,OUT035,2093.2
FDW40,OUT045,2552.6
DRI11,OUT013,2846.2
FDN50,OUT046,2799.6
FDR12,OUT046,3779
FDT34,OUT027,2450.1
FDW11,OUT035,1114.5
NCO30,OUT027,6064.1
FDZ34,OUT017,2348.9
FDU45,OUT017,2908.2
NCD42,OUT035,1021.3
FDX25,OUT045,1090.5
NCR29,OUT046,2546.6
FDX43,OUT019,862.21
FDB04,OUT010,175.77
FDR49,OUT027,2492.7
FDS39,OUT018,3829
FDW58,OUT045,1693.7
FDG22,OUT019,37.95
FDG31,OUT017,958.75
NCV53,OUT027,4302.3
DRJ37,OUT035,2580.6
FDV07,OUT035,1208.4
FDW52,OUT018,2652.5
FDT15,OUT045,2205.1
FDD02,OUT018,1422.1
FDM16,OUT035,2512.7
NCE55,OUT046,2069.3
FDB57,OUT018,3113.2
FDQ04,OUT013,1480
FDQ47,OUT019,173.1
FDY14,OUT019,774.99
DRK37,OUT017,1496.7
FDO25,OUT017,2097.2
FDL57,OUT046,8132
NCK29,OUT018,2972.1
FDK46,OUT027,6474.2
NCB43,OUT010,184.42
DRE01,OUT027,7170.6
FDC46,OUT018,3338.9
FDQ23,OUT045,509.33
FDX38,OUT049,1597.9
FDG60,OUT018,2577.9
FDW55,OUT017,3029.3
FDP39,OUT013,1298.3
FDB20,OUT018,623.18
FDV21,OUT017,3560.6
FDZ02,OUT013,958.75
FDP19,OUT027,4376.9
FDA38,OUT035,1965.4
FDH22,OUT045,3880.2
DRM11,OUT045,5494.8
FDO12,OUT027,793.63
FDT14,OUT049,3475.4
FDW34,OUT010,486.03
FDG04,OUT027,3214.4
FDW59,OUT018,1073.2
FDR33,OUT018,2011.3
FDP32,OUT013,1808.3
FDL13,OUT027,5681.2
FDD22,OUT013,3243.7
FDV40,OUT027,2512.7
NCD55,OUT046,293.61
FDQ20,OUT010,39.948
FDD28,OUT045,1640.5
FDC39,OUT045,2700.4
NCR17,OUT049,2780.3
DRO35,OUT018,1066.6
FDF40,OUT049,3579.3
FDR31,OUT018,4374.3
NCQ41,OUT017,4777.1
FDP38,OUT046,1821.6
NCU54,OUT027,4697.8
FDG22,OUT018,768.99
DRK59,OUT013,5359.6
FDC37,OUT046,1091.9
NCO42,OUT013,3034
NCT42,OUT017,1491.3
FDX27,OUT035,2174.5
FDV40,OUT018,2512.7
FDT45,OUT027,3002.7
FDS47,OUT019,85.888
FDR45,OUT035,6692.6
FDB03,OUT045,4097.3
FDO49,OUT035,1518
FDU60,OUT027,4904.2
FDB26,OUT018,1597.9
FDB46,OUT017,2343.6
FDQ37,OUT019,575.25
FDN03,OUT017,5976.2
NCX30,OUT045,2543.3
FDK32,OUT019,473.38
DRM47,OUT013,1337.5
NCO02,OUT046,2306.9
FDP04,OUT013,1278.3
NCO43,OUT049,3339.6
FDD59,OUT013,2746.4
FDQ10,OUT017,2931.5
FDW45,OUT035,5895.6
NCK30,OUT049,4819.7
FDU31,OUT018,1078.5
NCQ17,OUT019,151.8
FDN01,OUT017,3528.7
FDZ19,OUT049,3528.7
DRG37,OUT017,1090.5
FDE32,OUT045,1024.6
FDO34,OUT049,2013.3
FDM04,OUT019,191.75
FDZ25,OUT049,1867.5
FDU08,OUT049,1508
NCW30,OUT045,4402.9
NCM18,OUT013,2043.3
FDS22,OUT035,1296.3
NCH18,OUT017,3193.8
FDC23,OUT013,3803
FDY46,OUT013,2492.7
NCU06,OUT046,3215.8
FDX57,OUT045,193.08
FDX36,OUT027,4026.7
FDL16,OUT045,2492.7
FDT16,OUT010,264.32
FDN16,OUT018,299.61
FDC03,OUT046,2561.9
DRF60,OUT013,4290.4
FDS27,OUT027,5195.2
FDP33,OUT010,517.99
FDJ36,OUT018,1047.3
NCR42,OUT013,1281.6
FDV14,OUT017,697.75
NCP42,OUT035,2324.9
FDB50,OUT027,2526.7
NCC30,OUT027,2101.2
FDA23,OUT018,1547.3
FDW16,OUT017,1328.2
FDQ52,OUT010,723.05
FDB58,OUT049,1559.9
NCP29,OUT049,1614.5
NCM05,OUT045,3974.8
FDO25,OUT013,2508.7
NCM54,OUT046,365.52
NCL54,OUT046,1955.4
FDL39,OUT010,344.88
FDF53,OUT018,6729.9
NCQ42,OUT035,2924.8
FDF58,OUT013,1201.7
FDZ04,OUT035,1640.5
FDE26,OUT019,564.59
FDS60,OUT017,1078.5
FDV58,OUT017,4306.3
FDM04,OUT045,1597.9
FDE08,OUT035,1765.7
NCB43,OUT049,2766.3
FDU11,OUT010,622.52
FDF22,OUT019,435.43
FDE24,OUT013,2388.2
DRJ49,OUT046,3672.5
NCQ53,OUT035,4727.1
NCL41,OUT013,671.12
FDR22,OUT013,1677.8
FDH04,OUT035,1267.6
DRH15,OUT045,809.61
FDY40,OUT049,631.84
NCI17,OUT035,1761.7
NCC18,OUT013,2085.2
FDY28,OUT027,6817.7
FDB45,OUT027,3199.1
NCL30,OUT018,1150.5
FDM10,OUT017,637.17
FDH22,OUT027,4916.9
NCZ53,OUT017,3415.5
NCI18,OUT013,2025.3
FDH14,OUT027,2399.5
FDR36,OUT027,905.48
FDW01,OUT045,1805.6
FDK02,OUT027,4434.2
FDJ02,OUT018,2354.2
FDU55,OUT013,4425.5
NCV18,OUT027,2061.3
FDH14,OUT018,2119.9
FDZ37,OUT045,1384.8
FDX49,OUT049,2668.5
NCD43,OUT046,1491.3
FDZ07,OUT013,2143.8
FDK43,OUT035,2150.5
FDR32,OUT018,3169.2
FDT39,OUT013,2982.7
NCV54,OUT017,2059.9
FDF38,OUT018,1296.3
FDV60,OUT046,392.82
FDH44,OUT027,3661.9
FDS21,OUT046,2192.4
NCL41,OUT045,671.12
FDM46,OUT017,1607.2
FDU27,OUT045,2109.2
NCJ54,OUT017,6041.4
DRG51,OUT018,1480
NCA29,OUT019,171.11
FDR47,OUT045,2324.9
NCL19,OUT027,5353.6
DRG01,OUT049,3012
FDG10,OUT046,801.62
NCV05,OUT049,2934.8
NCH18,OUT019,982.72
FDV14,OUT018,591.89
DRJ23,OUT035,4570
DRJ11,OUT046,5238.5
FDZ03,OUT017,1118.5
FDI27,OUT010,45.274
FDJ14,OUT018,966.74
FDU32,OUT017,602.54
FDD47,OUT027,4327.7
DRF36,OUT035,3271
FDM21,OUT046,7028.8
FDV10,OUT018,701.75
FDH60,OUT018,4152.5
FDX47,OUT010,471.38
FDT19,OUT019,171.77
FDO11,OUT045,5153.2
FDH24,OUT027,4870.9
FDL02,OUT018,894.83
FDB02,OUT049,2999.4
FDA43,OUT046,3099.9
FDG52,OUT045,1516
DRC12,OUT013,3781.7
FDY37,OUT018,3149.2
NCU18,OUT045,2290.3
FDU09,OUT035,2597.2
DRJ25,OUT027,2492.7
DRE12,OUT018,1471.4
DRL47,OUT017,1897.5
DRK01,OUT046,1134.5
FDC22,OUT019,945.43
FDG44,OUT013,2492.7
FDW04,OUT035,2504.7
FDK09,OUT049,1832.2
NCN43,OUT035,1949.4
FDG04,OUT049,567.26
FDH32,OUT010,197.07
DRI47,OUT017,2636.5
DRE15,OUT013,1290.3
FDY11,OUT035,1597.9
FDO60,OUT049,624.52
FDQ20,OUT018,1543.3
FDO57,OUT027,5685.9
FDT14,OUT019,120.5
FDA57,OUT049,1358.2
DRN35,OUT017,796.96
FDJ03,OUT046,1298.3
FDX28,OUT017,2463.4
DRE25,OUT045,1665.8
FDR09,OUT046,3884.9
FDB23,OUT035,5496.8
FDO08,OUT045,1808.9
FDQ23,OUT049,2463.4
FDW04,OUT013,2504.7
DRK13,OUT010,392.82
NCL17,OUT027,4963.5
FDY21,OUT035,2458.1
FDJ38,OUT027,2261
FDA37,OUT019,280.96
FDV43,OUT013,1293.6
FDL36,OUT046,1771
FDD53,OUT045,671.12
FDZ19,OUT010,176.43
FDV21,OUT045,3560.6
NCL54,OUT018,1955.4
DRI47,OUT027,3791
DRG03,OUT049,4921.5
FDG21,OUT013,3690.5
FDW03,OUT018,639.16
NCI55,OUT046,365.52
DRC36,OUT019,344.88
FDH22,OUT017,3880.2
FDV20,OUT045,3560.6
NCU41,OUT027,2293
FDN46,OUT027,2596.6
FDK50,OUT045,1779.6
NCA05,OUT027,6072
DRH01,OUT018,6729.9
FDT08,OUT018,4082.6
FDM08,OUT018,5191.2
FDZ07,OUT035,2143.8
FDS22,OUT017,1323.6
FDV35,OUT027,1006.6
FDI28,OUT010,74.569
FDW58,OUT027,1402.1
FDT52,OUT045,3435.5
FDY34,OUT046,4293
FDR10,OUT046,2456.8
FDK57,OUT017,2059.9
FDR02,OUT027,3050.6
FDX49,OUT046,5126.6
FDQ20,OUT046,1543.3
DRK23,OUT045,7843.1
NCW06,OUT046,5089.3
FDR31,OUT017,4374.3
NCE43,OUT013,2972.7
DRO59,OUT027,2332.2
FDN09,OUT049,1944.1
FDR11,OUT046,1765
FDO57,OUT013,4492.8
NCX18,OUT017,2749.7
FDB05,OUT018,5410.9
FDQ08,OUT018,1754.3
NCG43,OUT035,1018
FDJ56,OUT013,998.7
FDA13,OUT010,33.955
FDO56,OUT017,2633.9
FDB37,OUT018,3575.3
FDZ02,OUT018,1229
FDQ24,OUT046,5800.4
FDM16,OUT013,2512.7
FDU35,OUT049,1508
FDT35,OUT035,6426.3
NCX30,OUT049,1474
FDG04,OUT017,2432.1
FDI12,OUT035,1569.9
FDE35,OUT035,1054.6
NCP14,OUT027,2596.6
NCY53,OUT045,1901.5
FDP49,OUT017,2020
FDQ04,OUT017,1480
FDM39,OUT035,4477.5
FDO58,OUT019,306.26
FDC56,OUT017,3456.1
NCQ54,OUT046,4119.9
FDV10,OUT027,701.75
NCK17,OUT046,1358.2
NCF55,OUT027,767
FDV33,OUT013,4133.2
NCH29,OUT019,293.61
FDA37,OUT027,3020
FDH46,OUT018,1675.1
FDS25,OUT035,1989.4
FDH04,OUT027,3858.9
FDX52,OUT046,2277
NCD42,OUT017,1021.3
FDW47,OUT017,2709.8
FDL25,OUT027,2516.7
NCJ06,OUT010,127.16
FDY09,OUT013,1038.6
FDS40,OUT046,1024.6
FDH41,OUT017,1923.4
FDG38,OUT035,2181.1
FDU03,OUT027,6454.9
FDV20,OUT046,3560.6
DRB13,OUT045,3271
NCQ30,OUT013,3456.1
NCH06,OUT013,4242.4
FDU50,OUT018,2732.4
NCO42,OUT019,146.47
FDW09,OUT018,554.61
FDH04,OUT013,1358.2
FDC21,OUT045,1757.7
FDL21,OUT049,986.71
FDM46,OUT010,170.44
FDT22,OUT019,110.52
FDB28,OUT035,1970.7
FDI12,OUT018,703.08
FDA28,OUT045,1761.7
FDF59,OUT013,1265
FDM45,OUT027,3552.7
FDQ56,OUT017,1929.4
FDR46,OUT049,3595.3
FDT01,OUT013,637.17
FDD16,OUT027,2512.7
NCU30,OUT010,165.78
FDM40,OUT010,874.86
FDI56,OUT035,2006.7
NCS30,OUT013,2055.9
FDU08,OUT017,1508
FDX51,OUT027,5195.2
FDA43,OUT045,1170.4
FDX59,OUT010,173.1
FDC37,OUT018,1810.9
FDP58,OUT013,4848.3
NCY42,OUT035,858.88
FDF21,OUT018,2656.5
FDU10,OUT027,910.81
DRL47,OUT018,1897.5
FDA58,OUT018,5451.5
FDJ22,OUT049,5089.3
FDK50,OUT046,2406.8
FDO38,OUT035,1837.6
DRF60,OUT035,3485.4
NCZ42,OUT019,486.03
FDD35,OUT049,1747.7
FDL25,OUT045,1561.9
FDJ16,OUT013,1514.6
DRK59,OUT049,3072.6
FDI50,OUT046,3435.5
NCB19,OUT045,1929.4
DRI37,OUT035,1033.3
FDA14,OUT027,3339.6
FDC08,OUT018,3169.2
FDS45,OUT046,2889.5
FDI21,OUT049,2192.4
DRJ47,OUT035,1587.9
DRE37,OUT027,6261.8
FDT55,OUT018,1104.5
NCG42,OUT027,3179.1
FDA31,OUT049,3115.9
NCW42,OUT046,1612.5
FDF50,OUT017,4364.3
FDK56,OUT049,5238.5
FDX10,OUT035,388.16
NCK07,OUT027,2960.1
FDZ49,OUT017,2644.5
FDR33,OUT013,1965.4
FDO44,OUT018,1454.1
FDA20,OUT046,5580
NCL30,OUT045,2173.1
FDI05,OUT019,229.7
FDQ12,OUT018,6622.7
FDH47,OUT017,2167.8
FDH34,OUT018,6897.6
FDF29,OUT046,2856.2
FDG40,OUT018,984.71
NCE18,OUT017,5976.2
FDP21,OUT010,945.43
FDY50,OUT013,1070.6
FDB36,OUT049,1808.3
NCZ29,OUT049,2656.5
FDU20,OUT018,1549.3
FDO56,OUT013,2239
FDW31,OUT049,995.37
DRH59,OUT013,1290.3
NCB30,OUT017,2587.9
FDK43,OUT027,1687.8
FDW43,OUT045,6930.9
NCL19,OUT017,2936.1
FDJ27,OUT046,814.93
FDC45,OUT046,2863.6
FDY40,OUT035,759.01
NCM41,OUT035,2371.5
NCK18,OUT019,822.26
FDP37,OUT049,2826.9
FDA27,OUT027,5033.4
NCX30,OUT035,1474
FDR09,OUT017,2516.7
FDG08,OUT027,3649.2
NCU30,OUT013,2773
FDB16,OUT017,1133.8
FDM16,OUT017,2512.7
FDC48,OUT013,1198.4
NCF18,OUT046,2766.3
FDU46,OUT018,1125.2
FDH41,OUT018,3440.8
NCN42,OUT010,151.8
FDU49,OUT046,703.08
FDB20,OUT027,3221.1
FDG50,OUT019,178.43
FDW20,OUT045,2956.1
NCO55,OUT049,2143.8
FDX48,OUT046,1402.1
FDU48,OUT046,1701.7
FDR48,OUT019,455.4
FDK27,OUT013,3448.8
FDT35,OUT013,1651.1
FDN12,OUT049,3235.7
NCE31,OUT019,135.82
FDL21,OUT017,986.71
FDV56,OUT017,1186.4
FDR16,OUT017,7266.5
NCP41,OUT049,970.73
FDJ27,OUT013,2546.6
FDA07,OUT017,2544.6
FDK55,OUT049,2059.9
FDM33,OUT049,4407.5
FDY46,OUT046,2993.4
FDD36,OUT046,2530.7
FDB12,OUT027,3691.1
FDF28,OUT019,111.85
NCE07,OUT019,425.44
FDW50,OUT027,2416.8
NCW18,OUT017,6636.6
NCJ17,OUT019,567.26
DRZ24,OUT010,452.74
FDS07,OUT035,2109.2
NCW05,OUT010,117.84
FDZ22,OUT018,982.72
FDK02,OUT046,2607.2
FDZ45,OUT027,3751.1
FDL25,OUT046,183.76
FDS08,OUT045,1764.3
NCZ42,OUT027,13086
FDX57,OUT035,1846.9
FDF21,OUT046,5313
FDJ56,OUT018,1428.1
FDX10,OUT013,388.16
DRG48,OUT035,3006
DRN37,OUT046,3342.3
NCY41,OUT018,970.73
FDN28,OUT045,412.79
FDE34,OUT045,1090.5
FDR10,OUT045,1787
FDC32,OUT017,1295.6
DRG13,OUT046,5920.2
FDP59,OUT049,623.18
NCT53,OUT010,165.78
FDL57,OUT027,5697.9
FDN32,OUT010,555.27
FDK09,OUT018,4339
FDA52,OUT010,176.43
FDC57,OUT049,1560.6
FDI09,OUT035,5033.4
NCB07,OUT046,1182.4
FDP26,OUT035,2404.2
FDP40,OUT027,5351
FDL15,OUT013,2428.8
FDV07,OUT046,1436.7
FDS03,OUT017,1614.5
FDE50,OUT049,3078.6
FDQ15,OUT017,649.82
FDQ33,OUT010,153.79
FDT22,OUT013,1677.8
DRO35,OUT035,2026
FDJ41,OUT049,3681.8
FDQ27,OUT035,2889.5
FDC26,OUT017,2334.9
NCF43,OUT027,4350.3
NCR50,OUT035,3173.8
FDE39,OUT018,3456.1
FDN49,OUT027,905.48
DRG11,OUT035,2876.2
NCA18,OUT049,1621.8
FDM36,OUT018,3448.8
FDW32,OUT017,1731
NCQ18,OUT010,285.62
FDX14,OUT027,3012
FDD46,OUT017,3691.1
FDI34,OUT019,1148.5
NCJ17,OUT035,1193.1
FDB52,OUT035,3418.8
FDV55,OUT018,4811.7
FDC57,OUT046,1323.6
FDB29,OUT046,1523.3
NCO43,OUT035,2125.2
FDG44,OUT045,2492.7
FDJ34,OUT045,747.02
FDH40,OUT049,1949.4
NCD07,OUT027,4250.4
FDB41,OUT017,1480
FDH47,OUT018,1171.8
DRK37,OUT035,1496.7
FDM25,OUT019,175.77
NCX06,OUT045,2940.1
NCS05,OUT017,2649.8
FDS39,OUT045,2410.8
FDC47,OUT027,4026.7
FDG20,OUT013,1416.8
DRL23,OUT017,1607.9
FDY33,OUT013,1691.7
NCH18,OUT045,6579.4
FDX47,OUT035,1571.2
NCB06,OUT045,2247
FDP36,OUT049,631.84
FDW44,OUT018,2386.2
NCU41,OUT018,595.22
NCS17,OUT046,1229
FDD46,OUT035,3691.1
FDE45,OUT017,1587.9
FDI09,OUT017,5033.4
NCJ54,OUT010,697.09
NCA29,OUT018,5690.5
NCN41,OUT027,4629.9
FDY34,OUT035,4293
NCG55,OUT035,1488.7
DRM49,OUT046,1318.2
NCB42,OUT049,2109.2
FDE58,OUT045,1540.6
DRJ25,OUT013,2492.7
FDS47,OUT010,88.551
FDY21,OUT049,4563.3
NCI54,OUT013,2431.5
FDO24,OUT017,3010.7
FDY43,OUT035,2863.6
FDF35,OUT018,535.96
NCP29,OUT019,61.253
FDN28,OUT027,2430.1
FDJ50,OUT018,717.73
FDQ14,OUT027,3339.6
FDC37,OUT035,1856.2
FDN08,OUT046,958.75
FDD04,OUT035,2936.1
FDW34,OUT018,3645.2
FDP04,OUT017,2518.7
NCG07,OUT017,3795
NCN14,OUT018,4777.7
FDJ16,OUT045,1514.6
NCM42,OUT045,1965.4
NCF19,OUT046,1821.6
FDY21,OUT018,2458.1
FDY19,OUT035,2474.7
FDV09,OUT045,4363.6
FDA28,OUT013,2892.2
FDC38,OUT018,1192.4
FDL28,OUT045,6093.4
NCH43,OUT049,3020
NCN53,OUT045,1125.2
NCW05,OUT017,3644.5
NCO30,OUT018,6897.6
FDT04,OUT019,37.95
FDB27,OUT018,1761.7
NCK07,OUT013,2466.7
NCA53,OUT013,631.84
FDB33,OUT018,3182.5
FDU37,OUT017,1038.6
FDR13,OUT035,1274.3
FDE45,OUT049,1611.9
FDV37,OUT017,4152.5
FDX44,OUT019,643.16
NCL06,OUT017,2878.2
FDJ28,OUT045,3271
FDX55,OUT049,6096
NCK17,OUT018,1358.2
FDH52,OUT035,1733.7
FDN13,OUT027,2631.2
FDK44,OUT018,347.54
FDU16,OUT046,2432.8
FDZ07,OUT017,2143.8
NCN06,OUT027,4974.1
FDH02,OUT010,170.44
NCW18,OUT045,3575.3
FDH57,OUT013,1845.5
FDV35,OUT045,2792.3
NCU29,OUT013,3149.2
NCP02,OUT046,2192.4
FDN44,OUT013,2696.4
FDX03,OUT018,769.66
FDR11,OUT010,322.24
FDA36,OUT046,5406.2
FDP58,OUT027,3205.8
FDH31,OUT045,1944.1
FDH34,OUT035,3203.1
FDS13,OUT035,3444.8
FDT01,OUT018,6411.6
FDY09,OUT049,1593.9
FDV33,OUT027,5926.2
NCW29,OUT010,129.83
NCN17,OUT045,1398.1
FDX01,OUT046,1274.3
FDL03,OUT049,5106.6
DRL59,OUT049,3002.7
DRM11,OUT027,3349.6
FDA43,OUT049,1182.4
FDZ56,OUT010,171.11
FDI44,OUT018,1158.4
FDB50,OUT013,2336.2
FDU15,OUT019,34.621
NCJ19,OUT019,146.47
FDD48,OUT013,2109.2
NCW42,OUT035,5369
FDL24,OUT017,2069.3
NCB30,OUT013,2380.9
FDK25,OUT013,5326.4
FDW28,OUT049,5159.2
FDD47,OUT017,3263.7
FDK16,OUT019,293.61
FDW37,OUT046,1701.7
FDA48,OUT035,5099.3
FDA14,OUT017,2636.5
FDV15,OUT013,1105.8
FDN22,OUT049,3060
NCD55,OUT045,293.61
FDY43,OUT013,2120.5
NCU05,OUT017,1480
FDF10,OUT035,4673.9
FDR39,OUT018,2189.1
FDG40,OUT013,984.71
FDZ28,OUT019,111.85
FDE02,OUT045,1607.2
FDU60,OUT049,6426.3
FDM21,OUT013,5410.9
FDV52,OUT019,142.48
NCW06,OUT013,2712.4
FDX36,OUT035,3375.6
FDT35,OUT027,4161.2
NCL19,OUT010,141.81
NCD31,OUT046,2078.6
FDE53,OUT019,339.55
FDW58,OUT019,210.39
DRF48,OUT046,567.26
FDW57,OUT035,2616.5
DRH13,OUT017,852.22
FDT33,OUT013,2673.8
DRK47,OUT027,4474.1
FDY22,OUT010,567.26
FDC35,OUT019,1061.9
FDO03,OUT013,5759.1
FDF24,OUT045,1228.4
FDF56,OUT018,3078.6
FDD28,OUT013,2546.6
